model,kind,base_channels,parameters,corruption,mean_effective_sigma,rmse_to_clean_teacher,binary_accuracy_to_clean_teacher,binary_balanced_accuracy_to_clean_teacher,binary_agreement_with_own_clean_output,mae_from_own_clean_output
awgn100,unet,16,761665,awgn_125,87.89681752522786,0.30782214996886587,0.7499141438802084,0.7537116688951901,0.7908601888020833,0.1729788879553477
awgn100,unet,16,761665,awgn_150,96.28637186686198,0.32751575524909693,0.7238399251302083,0.7281973106631728,0.7574015299479168,0.19823209444681802
awgn100,unet,16,761665,corr_awgn_25,23.65495491027832,0.5085927575508316,0.6010274251302083,0.5163702758927801,0.5898944091796875,0.35111746191978455
awgn100,unet,16,761665,corr_awgn_50,44.56797409057617,0.5557705277214687,0.587711181640625,0.5000904636665137,0.5758831787109374,0.39890844623247784
awgn100,unet,16,761665,poisson_peak_30,28.075403849283855,0.2063685420030817,0.8624972534179688,0.8532266938133528,0.927227274576823,0.05539065599441528
awgn100,unet,16,761665,poisson_peak_10,46.30804951985677,0.22943563965515815,0.841124267578125,0.8358231278503936,0.9006402587890626,0.07896663496891658
awgn100,unet,16,761665,speckle_std_0.1,11.499993960062662,0.18429837769951918,0.8902085367838541,0.8836728231926589,0.9663765462239583,0.03189201777180036
awgn100,unet,16,761665,speckle_std_0.25,27.55811373392741,0.20302591407589826,0.8670482381184896,0.8598037068461424,0.9356981404622396,0.0505748043457667
awgn100,unet,16,761665,saltpepper_prob_0.01,14.510390281677246,0.18204164483092306,0.8921798706054688,0.8839094182938607,0.9592320760091146,0.03768924872080485
awgn100,unet,16,761665,saltpepper_prob_0.05,32.52815373738607,0.22449674172986106,0.8435167439778646,0.8221203833945007,0.8884111531575521,0.08207019666830699
awgn100,unet,16,761665,sinusoid_amp_15,10.434033393859863,0.24448104633421325,0.8480259195963542,0.8302720571351256,0.9052884928385416,0.07598880678415298
awgn100,unet,16,761665,sinusoid_amp_30,20.551355997721355,0.32548420301494346,0.793949483235677,0.7712033633239179,0.8389242553710937,0.14346743126710257
awgn100_conditional,unet_conditional,16,761825,clean,0.0,0.1467222293913683,0.91501220703125,0.9156725421381648,1.0,0.0
awgn100_conditional,unet_conditional,16,761825,awgn_15,14.555205980936686,0.16994893338504513,0.9001327514648437,0.8985322025828126,0.9595179239908854,0.04116615280508995
awgn100_conditional,unet_conditional,16,761825,awgn_50,44.777400970458984,0.2230277919561023,0.8460540771484375,0.8464871762472091,0.8919307454427083,0.08818012475967407
awgn100_conditional,unet_conditional,16,761825,awgn_75,62.56975428263346,0.2565199091222168,0.8140081787109374,0.8191849338014433,0.8580145263671874,0.1195905754963557
awgn100_conditional,unet_conditional,16,761825,awgn_100,76.81286112467448,0.28030406820950365,0.7881622314453125,0.795357456565142,0.8248028564453125,0.14611531794071198
awgn100_conditional,unet_conditional,16,761825,awgn_125,87.89681752522786,0.3011716889468251,0.7630117797851562,0.7668118184147683,0.7920618693033855,0.17320202787717184
awgn100_conditional,unet_conditional,16,761825,awgn_150,96.28637186686198,0.32191690879782436,0.7367678833007812,0.7404304539048816,0.7601290893554687,0.19688580433527628
awgn100_conditional,unet_conditional,16,761825,corr_awgn_25,23.65495491027832,0.48614667561161706,0.6132122802734375,0.5320576872639304,0.5992985026041666,0.34078095356623334
awgn100_conditional,unet_conditional,16,761825,corr_awgn_50,44.56797409057617,0.530413129158213,0.5983625284830729,0.513817171821343,0.5824679565429688,0.38505574067433673
awgn100_conditional,unet_conditional,16,761825,poisson_peak_30,28.075403849283855,0.19725268028803822,0.8699802652994791,0.8650494524314845,0.9167879231770834,0.06762625773747762
awgn100_conditional,unet_conditional,16,761825,poisson_peak_10,46.30804951985677,0.23665285784569146,0.8352715047200521,0.834455580891255,0.876724141438802,0.09703652064005534
awgn100_conditional,unet_conditional,16,761825,speckle_std_0.1,11.499993960062662,0.16753516121933856,0.9032610066731771,0.9041509735915123,0.9649870808919271,0.03839573015769323
