model,kind,base_channels,parameters,corruption,mean_effective_sigma,rmse_to_clean_teacher,binary_accuracy_to_clean_teacher,binary_balanced_accuracy_to_clean_teacher,binary_agreement_with_own_clean_output,mae_from_own_clean_output
conditional_robust,unet_conditional,16,761825,awgn_100,76.81286112467448,0.26707716485016203,0.8369582112630208,0.8372850745177733,0.8688435872395833,0.16043167809645334
conditional_robust,unet_conditional,16,761825,awgn_125,87.89681752522786,0.2875166036235976,0.8167849731445312,0.8171107301076396,0.8453622436523437,0.19090441366036734
conditional_robust,unet_conditional,16,761825,awgn_150,96.28637186686198,0.3101366282285401,0.7905990600585937,0.7909481365196611,0.8160735066731771,0.21983639895915985
conditional_robust,unet_conditional,16,761825,corr_awgn_25,23.65495491027832,0.24743509345594975,0.8218902587890625,0.8213408450448032,0.8506549072265625,0.12254063785076141
conditional_robust,unet_conditional,16,761825,corr_awgn_50,44.56797409057617,0.344916319902427,0.7224723307291666,0.7213804433605706,0.7376759847005209,0.21022851765155792
conditional_robust,unet_conditional,16,761825,poisson_peak_30,28.075403849283855,0.18599195418590728,0.8976348876953125,0.8978142003558213,0.939078369140625,0.06428177903095882
conditional_robust,unet_conditional,16,761825,poisson_peak_10,46.30804951985677,0.223991525715944,0.8695558675130208,0.8698126877207818,0.9038087972005208,0.10231589774290721
conditional_robust,unet_conditional,16,761825,speckle_std_0.1,11.499993960062662,0.153034324435022,0.9217760213216146,0.9219447180350189,0.9642398071289063,0.03848111256957054
conditional_robust,unet_conditional,16,761825,speckle_std_0.25,27.55811373392741,0.18557085644304758,0.8970585123697916,0.8972520977610599,0.9380891927083334,0.06420633693536122
conditional_robust,unet_conditional,16,761825,saltpepper_prob_0.01,14.510390281677246,0.16318910494174269,0.9148741658528646,0.9150606847022815,0.9556672159830729,0.04756315425038338
conditional_robust,unet_conditional,16,761825,saltpepper_prob_0.05,32.52815373738607,0.20351405241504822,0.8863258870442708,0.8865787736623711,0.9244441731770833,0.08319045851627986
conditional_robust,unet_conditional,16,761825,sinusoid_amp_15,10.434033393859863,0.15126554841485676,0.9216700236002604,0.9218379299290457,0.9636593627929688,0.03815546383460363
conditional_robust,unet_conditional,16,761825,sinusoid_amp_30,20.551355997721355,0.17650749065805751,0.9044382731119792,0.9046007942198191,0.9434171549479168,0.05789238711198171
