method,sigma,reference,elapsed_seconds,binary_agreement,mae,rmse,correlation,reference_texture_fraction,prediction_texture_fraction
stride8_blockwise,0.0,old_clean_DCT_teacher_descriptive_only,0.35284739997587167,0.7484075927734375,0.23974893987178802,0.370980829000473,0.6495230499457464,0.587637939453125,0.4386328125
stride8_blockwise,15.0,same_method_clean_output,0.24431840001489036,0.98294921875,0.0188173558562994,0.040929559618234634,0.9955381807714347,0.4386328125,0.43111328125
stride8_blockwise,50.0,same_method_clean_output,0.2179918000183534,0.94990234375,0.055752016603946686,0.10977791994810104,0.9673132776591024,0.4386328125,0.43634765625
stride8_blockwise,100.0,same_method_clean_output,0.22678719999385066,0.86375,0.14032034575939178,0.2358836531639099,0.8509353195669713,0.4386328125,0.489609375
stride1_overlap,0.0,old_clean_DCT_teacher_descriptive_only,4.9126056999957655,0.7514605712890625,0.2354055941104889,0.36328157782554626,0.6592871801181807,0.587637939453125,0.4414459228515625
stride1_overlap,15.0,same_method_clean_output,4.898729700013064,0.9833816528320313,0.017135055735707283,0.036014825105667114,0.9964515226845793,0.4414459228515625,0.4334017944335937
stride1_overlap,50.0,same_method_clean_output,4.92657309997594,0.9561322021484375,0.04881303757429123,0.09147068858146667,0.9763805742106801,0.4414459228515625,0.4380804443359375
stride1_overlap,100.0,same_method_clean_output,4.938693600008264,0.8858737182617188,0.12656165659427643,0.20207619667053223,0.8887454186219382,0.4414459228515625,0.48538177490234374
